turbine_id,line_id,section_id,diameter,length,mass,thickness,cost_rate
   1,  B,  chain_bottom   ,  0.098,   39.9,    0.0, 0, 0
  39,  A,  chain_bottom   ,  0.098,   38.0,    0.0, 0, 0
  39,  A,  chain_top      ,  0.098,  134.8,    0.0, 0, 0
  22,  B,  chain_top      ,  0.098,  135.9,    0.0, 0, 0
  22,  B,  chain_bottom   ,  0.098,   40.6,    0.0, 0, 0
   1,  B,  chain_top      ,  0.098,  135.6,    0.0, 0, 0
   7,  A,  chain_top      ,  0.098,  133.6,    0.0, 0, 0
  23,  B,  chain_bottom   ,  0.098,   36.8,    0.0, 0, 0
   7,  A,  chain_bottom   ,  0.098,   35.4,    0.0, 0, 0
  39,  B,  chain_top      ,  0.098,  134.8,    0.0, 0, 0
  23,  A,  chain_bottom   ,  0.098,   36.6,    0.0, 0, 0
  23,  B,  chain_top      ,  0.098,  134.2,    0.0, 0, 0
  39,  B,  chain_bottom   ,  0.098,   38.1,    0.0, 0, 0
  26,  E,  chain_bottom   ,  0.098,   47.6,    0.0, 0, 0
  23,  A,  chain_top      ,  0.098,  134.2,    0.0, 0, 0
   7,  B,  chain_bottom   ,  0.098,   35.6,    0.0, 0, 0
  40,  A,  chain_bottom   ,  0.098,   33.6,    0.0, 0, 0
  24,  A,  chain_bottom   ,  0.098,   32.1,    0.0, 0, 0
  24,  A,  chain_top      ,  0.098,  132.2,    0.0, 0, 0
  40,  A,  chain_top      ,  0.098,  132.9,    0.0, 0, 0
  40,  B,  chain_top      ,  0.098,  132.9,    0.0, 0, 0
  40,  B,  chain_bottom   ,  0.098,   33.7,    0.0, 0, 0
  24,  B,  chain_top      ,  0.098,  132.3,    0.0, 0, 0
  24,  B,  chain_bottom   ,  0.098,   32.2,    0.0, 0, 0
   8,  A,  chain_top      ,  0.098,  130.8,    0.0, 0, 0
   8,  A,  chain_bottom   ,  0.098,   28.2,    0.0, 0, 0
   8,  B,  chain_bottom   ,  0.098,   28.6,    0.0, 0, 0
   8,  B,  chain_top      ,  0.098,  130.9,    0.0, 0, 0
   7,  B,  chain_top      ,  0.098,  133.7,    0.0, 0, 0
  25,  F,  chain_top      ,  0.098,  139.2,    0.0, 0, 0
  28,  E,  chain_bottom   ,  0.098,   46.9,    0.0, 0, 0
  30,  F,  chain_bottom   ,  0.098,   42.5,    0.0, 0, 0
  31,  F,  chain_bottom   ,  0.098,   39.0,    0.0, 0, 0
  31,  B,  chain_bottom   ,  0.098,   38.7,    0.0, 0, 0
  31,  B,  chain_top      ,  0.098,  135.1,    0.0, 0, 0
   9,  B,  chain_top      ,  0.098,  135.5,    0.0, 0, 0
  32,  B,  chain_top      ,  0.098,  133.3,    0.0, 0, 0
  16,  B,  chain_bottom   ,  0.098,   32.2,    0.0, 0, 0
  13,  B,  chain_bottom   ,  0.098,   43.7,    0.0, 0, 0
   2,  C,  chain_top      ,  0.098,  136.0,    0.0, 0, 0
  10,  B,  chain_top      ,  0.098,  136.7,    0.0, 0, 0
   2,  C,  chain_bottom   ,  0.098,   40.8,    0.0, 0, 0
   1,  D,  chain_bottom   ,  0.098,   38.3,    0.0, 0, 0
  17,  C,  chain_top      ,  0.098,  136.9,    0.0, 0, 0
  13,  B,  chain_top      ,  0.098,  137.5,    0.0, 0, 0
  16,  B,  chain_top      ,  0.098,  132.3,    0.0, 0, 0
  14,  B,  chain_bottom   ,  0.098,   42.2,    0.0, 0, 0
  18,  C,  chain_top      ,  0.098,  137.3,    0.0, 0, 0
   8,  C,  chain_top      ,  0.098,  132.6,    0.0, 0, 0
   1,  D,  chain_top      ,  0.098,  134.9,    0.0, 0, 0
   8,  D,  chain_top      ,  0.098,  132.5,    0.0, 0, 0
   1,  C,  chain_top      ,  0.098,  134.9,    0.0, 0, 0
   2,  D,  chain_top      ,  0.098,  136.0,    0.0, 0, 0
  17,  D,  chain_top      ,  0.098,  136.9,    0.0, 0, 0
   2,  D,  chain_bottom   ,  0.098,   40.8,    0.0, 0, 0
   3,  C,  chain_bottom   ,  0.098,   44.8,    0.0, 0, 0
   7,  C,  chain_bottom   ,  0.098,   40.0,    0.0, 0, 0
   7,  D,  chain_bottom   ,  0.098,   40.0,    0.0, 0, 0
   5,  C,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
   6,  C,  chain_top      ,  0.098,  137.4,    0.0, 0, 0
   1,  C,  chain_bottom   ,  0.098,   38.4,    0.0, 0, 0
  15,  B,  chain_bottom   ,  0.098,   38.2,    0.0, 0, 0
   9,  B,  chain_bottom   ,  0.098,   39.6,    0.0, 0, 0
  15,  B,  chain_top      ,  0.098,  134.9,    0.0, 0, 0
  10,  F,  chain_top      ,  0.098,  136.9,    0.0, 0, 0
  28,  F,  chain_top      ,  0.098,  139.1,    0.0, 0, 0
  11,  F,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  29,  F,  chain_bottom   ,  0.098,   45.2,    0.0, 0, 0
  10,  F,  chain_bottom   ,  0.098,   42.7,    0.0, 0, 0
  11,  F,  chain_bottom   ,  0.098,   45.2,    0.0, 0, 0
  12,  F,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  29,  F,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  14,  F,  chain_top      ,  0.098,  136.6,    0.0, 0, 0
  27,  F,  chain_top      ,  0.098,  139.5,    0.0, 0, 0
  32,  B,  chain_bottom   ,  0.098,   34.6,    0.0, 0, 0
  32,  F,  chain_bottom   ,  0.098,   35.3,    0.0, 0, 0
  12,  F,  chain_bottom   ,  0.098,   45.3,    0.0, 0, 0
  16,  F,  chain_bottom   ,  0.098,   33.6,    0.0, 0, 0
  27,  F,  chain_bottom   ,  0.098,   47.6,    0.0, 0, 0
   9,  F,  chain_bottom   ,  0.098,   41.4,    0.0, 0, 0
  26,  F,  chain_top      ,  0.098,  139.4,    0.0, 0, 0
  31,  F,  chain_top      ,  0.098,  135.2,    0.0, 0, 0
  15,  F,  chain_bottom   ,  0.098,   38.7,    0.0, 0, 0
  15,  F,  chain_top      ,  0.098,  135.1,    0.0, 0, 0
  25,  F,  chain_bottom   ,  0.098,   47.1,    0.0, 0, 0
  16,  F,  chain_top      ,  0.098,  132.9,    0.0, 0, 0
  30,  F,  chain_top      ,  0.098,  136.8,    0.0, 0, 0
  14,  F,  chain_bottom   ,  0.098,   42.1,    0.0, 0, 0
   9,  F,  chain_top      ,  0.098,  136.3,    0.0, 0, 0
  28,  F,  chain_bottom   ,  0.098,   46.9,    0.0, 0, 0
  32,  F,  chain_top      ,  0.098,  133.6,    0.0, 0, 0
  26,  F,  chain_bottom   ,  0.098,   47.5,    0.0, 0, 0
  13,  F,  chain_bottom   ,  0.098,   44.0,    0.0, 0, 0
  36,  C,  polyester      ,  0.117, 1261.1,    0.0, 0, 0
  34,  D,  polyester      ,  0.117, 1255.4,    0.0, 0, 0
  34,  E,  polyester      ,  0.117, 1258.5,    0.0, 0, 0
  33,  A,  polyester      ,  0.117, 1247.6,    0.0, 0, 0
  33,  B,  polyester      ,  0.117, 1247.3,    0.0, 0, 0
  33,  C,  polyester      ,  0.117, 1257.3,    0.0, 0, 0
  36,  D,  polyester      ,  0.117, 1261.7,    0.0, 0, 0
  33,  D,  polyester      ,  0.117, 1257.8,    0.0, 0, 0
  35,  D,  polyester      ,  0.117, 1255.9,    0.0, 0, 0
  34,  B,  polyester      ,  0.117, 1248.0,    0.0, 0, 0
  35,  C,  polyester      ,  0.117, 1255.3,    0.0, 0, 0
  35,  B,  polyester      ,  0.117, 1252.2,    0.0, 0, 0
  34,  C,  polyester      ,  0.117, 1254.8,    0.0, 0, 0
  34,  F,  polyester      ,  0.117, 1258.3,    0.0, 0, 0
  35,  A,  polyester      ,  0.117, 1252.8,    0.0, 0, 0
  34,  A,  polyester      ,  0.117, 1248.1,    0.0, 0, 0
  39,  B,  polyester      ,  0.123, 1324.3,    0.0, 0, 0
  39,  C,  polyester      ,  0.123, 1309.0,    0.0, 0, 0
  39,  D,  polyester      ,  0.123, 1309.3,    0.0, 0, 0
  39,  E,  polyester      ,  0.123, 1328.8,    0.0, 0, 0
  40,  C,  polyester      ,  0.123, 1333.4,    0.0, 0, 0
  40,  A,  polyester      ,  0.123, 1354.8,    0.0, 0, 0
  40,  B,  polyester      ,  0.123, 1353.7,    0.0, 0, 0
  39,  A,  polyester      ,  0.123, 1325.3,    0.0, 0, 0
  40,  D,  polyester      ,  0.123, 1333.7,    0.0, 0, 0
  39,  F,  polyester      ,  0.123, 1329.7,    0.0, 0, 0
  36,  A,  polyester      ,  0.123, 1263.2,    0.0, 0, 0
  38,  A,  polyester      ,  0.123, 1300.7,    0.0, 0, 0
  38,  C,  polyester      ,  0.123, 1287.6,    0.0, 0, 0
  38,  B,  polyester      ,  0.123, 1299.9,    0.0, 0, 0
  19,  D,  polyester      ,  0.123, 1279.1,    0.0, 0, 0
  37,  F,  polyester      ,  0.123, 1285.0,    0.0, 0, 0
  37,  E,  polyester      ,  0.123, 1284.4,    0.0, 0, 0
  37,  D,  polyester      ,  0.123, 1271.2,    0.0, 0, 0
  37,  C,  polyester      ,  0.123, 1270.7,    0.0, 0, 0
  37,  B,  polyester      ,  0.123, 1279.2,    0.0, 0, 0
  37,  A,  polyester      ,  0.123, 1279.8,    0.0, 0, 0
  36,  F,  polyester      ,  0.123, 1269.9,    0.0, 0, 0
  36,  E,  polyester      ,  0.123, 1269.7,    0.0, 0, 0
  38,  E,  polyester      ,  0.123, 1305.7,    0.0, 0, 0
  36,  B,  polyester      ,  0.123, 1262.6,    0.0, 0, 0
  31,  B,  polyester      ,  0.123, 1332.9,    0.0, 0, 0
  29,  B,  polyester      ,  0.123, 1290.6,    0.0, 0, 0
  33,  F,  polyester      ,  0.123, 1259.6,    0.0, 0, 0
  33,  E,  polyester      ,  0.123, 1259.9,    0.0, 0, 0
  32,  F,  polyester      ,  0.123, 1357.0,    0.0, 0, 0
  32,  E,  polyester      ,  0.123, 1358.0,    0.0, 0, 0
  32,  D,  polyester      ,  0.123, 1395.5,    0.0, 0, 0
  32,  C,  polyester      ,  0.123, 1395.5,    0.0, 0, 0
  32,  B,  polyester      ,  0.123, 1362.6,    0.0, 0, 0
  32,  A,  polyester      ,  0.123, 1361.6,    0.0, 0, 0
  31,  F,  polyester      ,  0.123, 1328.5,    0.0, 0, 0
  31,  E,  polyester      ,  0.123, 1329.0,    0.0, 0, 0
  31,  D,  polyester      ,  0.123, 1352.8,    0.0, 0, 0
  35,  E,  polyester      ,  0.123, 1260.3,    0.0, 0, 0
  31,  C,  polyester      ,  0.123, 1352.8,    0.0, 0, 0
  31,  A,  polyester      ,  0.123, 1332.3,    0.0, 0, 0
  26,  C,  polyester      ,  0.123, 1265.6,    0.0, 0, 0
  30,  E,  polyester      ,  0.123, 1306.0,    0.0, 0, 0
  30,  D,  polyester      ,  0.123, 1324.7,    0.0, 0, 0
  30,  C,  polyester      ,  0.123, 1324.4,    0.0, 0, 0
  30,  B,  polyester      ,  0.123, 1308.7,    0.0, 0, 0
  30,  A,  polyester      ,  0.123, 1308.0,    0.0, 0, 0
  29,  F,  polyester      ,  0.123, 1285.0,    0.0, 0, 0
  29,  E,  polyester      ,  0.123, 1285.2,    0.0, 0, 0
  29,  D,  polyester      ,  0.123, 1301.8,    0.0, 0, 0
  29,  C,  polyester      ,  0.123, 1301.9,    0.0, 0, 0
  38,  D,  polyester      ,  0.123, 1288.1,    0.0, 0, 0
  35,  F,  polyester      ,  0.123, 1260.3,    0.0, 0, 0
  29,  A,  polyester      ,  0.123, 1290.3,    0.0, 0, 0
  23,  E,  polyester      ,  0.123, 1335.6,    0.0, 0, 0
  28,  E,  polyester      ,  0.123, 1271.1,    0.0, 0, 0
  24,  C,  polyester      ,  0.123, 1341.1,    0.0, 0, 0
  28,  B,  polyester      ,  0.123, 1278.8,    0.0, 0, 0
  28,  A,  polyester      ,  0.123, 1278.7,    0.0, 0, 0
  27,  F,  polyester      ,  0.123, 1264.1,    0.0, 0, 0
  27,  E,  polyester      ,  0.123, 1263.8,    0.0, 0, 0
  27,  D,  polyester      ,  0.123, 1271.8,    0.0, 0, 0
  27,  C,  polyester      ,  0.123, 1271.9,    0.0, 0, 0
  27,  B,  polyester      ,  0.123, 1272.2,    0.0, 0, 0
  26,  F,  polyester      ,  0.123, 1262.9,    0.0, 0, 0
  26,  E,  polyester      ,  0.123, 1262.3,    0.0, 0, 0
  28,  D,  polyester      ,  0.123, 1283.2,    0.0, 0, 0
  28,  C,  polyester      ,  0.123, 1283.5,    0.0, 0, 0
  26,  D,  polyester      ,  0.123, 1265.5,    0.0, 0, 0
  26,  A,  polyester      ,  0.123, 1275.7,    0.0, 0, 0
  25,  F,  polyester      ,  0.123, 1264.6,    0.0, 0, 0
  25,  E,  polyester      ,  0.123, 1264.0,    0.0, 0, 0
  25,  D,  polyester      ,  0.123, 1266.7,    0.0, 0, 0
  25,  C,  polyester      ,  0.123, 1267.2,    0.0, 0, 0
  25,  B,  polyester      ,  0.123, 1282.9,    0.0, 0, 0
  25,  A,  polyester      ,  0.123, 1282.9,    0.0, 0, 0
  24,  F,  polyester      ,  0.123, 1374.2,    0.0, 0, 0
  24,  E,  polyester      ,  0.123, 1373.0,    0.0, 0, 0
  24,  D,  polyester      ,  0.123, 1341.1,    0.0, 0, 0
  19,  E,  polyester      ,  0.123, 1275.0,    0.0, 0, 0
  26,  B,  polyester      ,  0.123, 1275.4,    0.0, 0, 0
  27,  A,  polyester      ,  0.123, 1272.4,    0.0, 0, 0
  22,  A,  polyester      ,  0.123, 1309.4,    0.0, 0, 0
  24,  B,  polyester      ,  0.123, 1363.8,    0.0, 0, 0
  23,  F,  polyester      ,  0.123, 1336.5,    0.0, 0, 0
  23,  D,  polyester      ,  0.123, 1313.9,    0.0, 0, 0
  23,  C,  polyester      ,  0.123, 1313.9,    0.0, 0, 0
  23,  B,  polyester      ,  0.123, 1333.9,    0.0, 0, 0
  23,  A,  polyester      ,  0.123, 1334.7,    0.0, 0, 0
  22,  F,  polyester      ,  0.123, 1308.4,    0.0, 0, 0
  22,  E,  polyester      ,  0.123, 1307.7,    0.0, 0, 0
  22,  D,  polyester      ,  0.123, 1295.0,    0.0, 0, 0
  22,  C,  polyester      ,  0.123, 1294.9,    0.0, 0, 0
  22,  B,  polyester      ,  0.123, 1308.8,    0.0, 0, 0
  21,  F,  polyester      ,  0.123, 1290.8,    0.0, 0, 0
  21,  E,  polyester      ,  0.123, 1290.5,    0.0, 0, 0
  21,  D,  polyester      ,  0.123, 1283.9,    0.0, 0, 0
  21,  C,  polyester      ,  0.123, 1283.8,    0.0, 0, 0
  21,  B,  polyester      ,  0.123, 1290.1,    0.0, 0, 0
  21,  A,  polyester      ,  0.123, 1290.6,    0.0, 0, 0
  20,  F,  polyester      ,  0.123, 1280.5,    0.0, 0, 0
  20,  E,  polyester      ,  0.123, 1280.3,    0.0, 0, 0
  20,  D,  polyester      ,  0.123, 1276.2,    0.0, 0, 0
  20,  C,  polyester      ,  0.123, 1276.0,    0.0, 0, 0
  20,  B,  polyester      ,  0.123, 1278.0,    0.0, 0, 0
  20,  A,  polyester      ,  0.123, 1278.4,    0.0, 0, 0
  28,  F,  polyester      ,  0.123, 1271.0,    0.0, 0, 0
  19,  F,  polyester      ,  0.123, 1275.0,    0.0, 0, 0
  24,  A,  polyester      ,  0.123, 1364.9,    0.0, 0, 0
  38,  F,  polyester      ,  0.123, 1306.4,    0.0, 0, 0
   6,  B,  polyester      ,  0.123, 1305.9,    0.0, 0, 0
  30,  F,  polyester      ,  0.123, 1305.5,    0.0, 0, 0
  10,  A,  polyester      ,  0.123, 1289.8,    0.0, 0, 0
  18,  D,  polyester      ,  0.123, 1292.2,    0.0, 0, 0
  18,  C,  polyester      ,  0.123, 1291.3,    0.0, 0, 0
  18,  B,  polyester      ,  0.123, 1273.3,    0.0, 0, 0
  18,  A,  polyester      ,  0.123, 1273.2,    0.0, 0, 0
  17,  F,  polyester      ,  0.123, 1298.8,    0.0, 0, 0
  17,  E,  polyester      ,  0.123, 1299.2,    0.0, 0, 0
  17,  D,  polyester      ,  0.123, 1296.4,    0.0, 0, 0
  17,  C,  polyester      ,  0.123, 1295.7,    0.0, 0, 0
  17,  B,  polyester      ,  0.123, 1281.5,    0.0, 0, 0
  17,  A,  polyester      ,  0.123, 1281.8,    0.0, 0, 0
  10,  C,  polyester      ,  0.123, 1276.2,    0.0, 0, 0
  18,  E,  polyester      ,  0.123, 1283.0,    0.0, 0, 0
  16,  F,  polyester      ,  0.123, 1371.0,    0.0, 0, 0
  16,  C,  polyester      ,  0.123, 1403.5,    0.0, 0, 0
  16,  B,  polyester      ,  0.123, 1385.5,    0.0, 0, 0
  15,  F,  polyester      ,  0.123, 1334.0,    0.0, 0, 0
  15,  E,  polyester      ,  0.123, 1334.9,    0.0, 0, 0
  15,  D,  polyester      ,  0.123, 1366.7,    0.0, 0, 0
  15,  C,  polyester      ,  0.123, 1367.0,    0.0, 0, 0
  15,  B,  polyester      ,  0.123, 1340.6,    0.0, 0, 0
  15,  A,  polyester      ,  0.123, 1339.4,    0.0, 0, 0
  14,  F,  polyester      ,  0.123, 1307.5,    0.0, 0, 0
  14,  E,  polyester      ,  0.123, 1308.0,    0.0, 0, 0
  14,  D,  polyester      ,  0.123, 1329.9,    0.0, 0, 0
  16,  D,  polyester      ,  0.123, 1403.2,    0.0, 0, 0
  18,  F,  polyester      ,  0.123, 1282.3,    0.0, 0, 0
  19,  A,  polyester      ,  0.123, 1271.2,    0.0, 0, 0
  14,  C,  polyester      ,  0.123, 1330.1,    0.0, 0, 0
  19,  C,  polyester      ,  0.123, 1278.8,    0.0, 0, 0
  12,  F,  polyester      ,  0.123, 1281.4,    0.0, 0, 0
  10,  D,  polyester      ,  0.123, 1276.2,    0.0, 0, 0
  10,  E,  polyester      ,  0.123, 1286.1,    0.0, 0, 0
  10,  F,  polyester      ,  0.123, 1287.0,    0.0, 0, 0
  11,  A,  polyester      ,  0.123, 1277.3,    0.0, 0, 0
  11,  B,  polyester      ,  0.123, 1276.9,    0.0, 0, 0
  11,  C,  polyester      ,  0.123, 1279.3,    0.0, 0, 0
  14,  B,  polyester      ,  0.123, 1306.5,    0.0, 0, 0
  14,  A,  polyester      ,  0.123, 1306.2,    0.0, 0, 0
  11,  D,  polyester      ,  0.123, 1279.4,    0.0, 0, 0
  12,  E,  polyester      ,  0.123, 1281.5,    0.0, 0, 0
  11,  E,  polyester      ,  0.123, 1277.0,    0.0, 0, 0
  12,  A,  polyester      ,  0.123, 1281.8,    0.0, 0, 0
  12,  B,  polyester      ,  0.123, 1281.6,    0.0, 0, 0
  12,  C,  polyester      ,  0.123, 1289.4,    0.0, 0, 0
  13,  F,  polyester      ,  0.123, 1291.4,    0.0, 0, 0
  13,  E,  polyester      ,  0.123, 1291.6,    0.0, 0, 0
  13,  D,  polyester      ,  0.123, 1304.3,    0.0, 0, 0
  12,  D,  polyester      ,  0.123, 1289.4,    0.0, 0, 0
  13,  B,  polyester      ,  0.123, 1293.9,    0.0, 0, 0
  13,  A,  polyester      ,  0.123, 1294.0,    0.0, 0, 0
  11,  F,  polyester      ,  0.123, 1277.5,    0.0, 0, 0
  13,  C,  polyester      ,  0.123, 1304.3,    0.0, 0, 0
  40,  E,  polyester      ,  0.123, 1358.4,    0.0, 0, 0
  16,  E,  polyester      ,  0.123, 1372.0,    0.0, 0, 0
  10,  B,  polyester      ,  0.123, 1288.9,    0.0, 0, 0
  16,  A,  polyester      ,  0.123, 1383.2,    0.0, 0, 0
   9,  F,  polyester      ,  0.123, 1301.9,    0.0, 0, 0
   9,  E,  polyester      ,  0.123, 1301.1,    0.0, 0, 0
   9,  D,  polyester      ,  0.123, 1288.9,    0.0, 0, 0
   9,  C,  polyester      ,  0.123, 1289.0,    0.0, 0, 0
   9,  B,  polyester      ,  0.123, 1312.4,    0.0, 0, 0
   9,  A,  polyester      ,  0.123, 1313.2,    0.0, 0, 0
  19,  B,  polyester      ,  0.123, 1270.8,    0.0, 0, 0
   8,  E,  polyester      ,  0.123, 1421.4,    0.0, 0, 0
   8,  D,  polyester      ,  0.123, 1357.4,    0.0, 0, 0
   8,  C,  polyester      ,  0.123, 1356.6,    0.0, 0, 0
   8,  F,  polyester      ,  0.123, 1423.3,    0.0, 0, 0
   8,  A,  polyester      ,  0.123, 1389.6,    0.0, 0, 0
   7,  F,  polyester      ,  0.123, 1363.3,    0.0, 0, 0
   7,  E,  polyester      ,  0.123, 1362.5,    0.0, 0, 0
   7,  D,  polyester      ,  0.123, 1309.8,    0.0, 0, 0
   7,  C,  polyester      ,  0.123, 1309.9,    0.0, 0, 0
   7,  B,  polyester      ,  0.123, 1341.9,    0.0, 0, 0
   7,  A,  polyester      ,  0.123, 1343.6,    0.0, 0, 0
   6,  F,  polyester      ,  0.123, 1310.9,    0.0, 0, 0
   6,  E,  polyester      ,  0.123, 1310.3,    0.0, 0, 0
   6,  D,  polyester      ,  0.123, 1289.6,    0.0, 0, 0
   6,  C,  polyester      ,  0.123, 1289.9,    0.0, 0, 0
  40,  F,  polyester      ,  0.123, 1359.5,    0.0, 0, 0
   6,  A,  polyester      ,  0.123, 1306.7,    0.0, 0, 0
   5,  F,  polyester      ,  0.123, 1290.0,    0.0, 0, 0
   5,  E,  polyester      ,  0.123, 1290.5,    0.0, 0, 0
   5,  D,  polyester      ,  0.123, 1277.1,    0.0, 0, 0
   5,  C,  polyester      ,  0.123, 1277.7,    0.0, 0, 0
   8,  B,  polyester      ,  0.123, 1387.2,    0.0, 0, 0
   2,  F,  polyester      ,  0.123, 1280.1,    0.0, 0, 0
   4,  F,  polyester      ,  0.123, 1269.0,    0.0, 0, 0
   5,  B,  polyester      ,  0.123, 1293.7,    0.0, 0, 0
   4,  D,  polyester      ,  0.123, 1274.6,    0.0, 0, 0
   4,  C,  polyester      ,  0.123, 1274.8,    0.0, 0, 0
   4,  B,  polyester      ,  0.123, 1280.8,    0.0, 0, 0
   4,  A,  polyester      ,  0.123, 1280.8,    0.0, 0, 0
   3,  F,  polyester      ,  0.123, 1268.5,    0.0, 0, 0
   3,  E,  polyester      ,  0.123, 1268.5,    0.0, 0, 0
   3,  D,  polyester      ,  0.123, 1283.3,    0.0, 0, 0
   3,  C,  polyester      ,  0.123, 1283.4,    0.0, 0, 0
   3,  B,  polyester      ,  0.123, 1274.6,    0.0, 0, 0
   5,  A,  polyester      ,  0.123, 1293.9,    0.0, 0, 0
   4,  E,  polyester      ,  0.123, 1268.5,    0.0, 0, 0
   2,  E,  polyester      ,  0.123, 1280.6,    0.0, 0, 0
   3,  A,  polyester      ,  0.123, 1274.7,    0.0, 0, 0
   1,  A,  polyester      ,  0.123, 1310.6,    0.0, 0, 0
   1,  C,  polyester      ,  0.123, 1323.9,    0.0, 0, 0
   1,  D,  polyester      ,  0.123, 1324.5,    0.0, 0, 0
   1,  E,  polyester      ,  0.123, 1312.1,    0.0, 0, 0
   1,  B,  polyester      ,  0.123, 1311.2,    0.0, 0, 0
   2,  A,  polyester      ,  0.123, 1284.8,    0.0, 0, 0
   2,  B,  polyester      ,  0.123, 1285.4,    0.0, 0, 0
   2,  C,  polyester      ,  0.123, 1310.0,    0.0, 0, 0
   2,  D,  polyester      ,  0.123, 1310.0,    0.0, 0, 0
   1,  F,  polyester      ,  0.123, 1310.8,    0.0, 0, 0
   3,  B,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
   3,  F,  suction_anchor ,  2.200,   13.1,   33.0, 0, 0
   5,  D,  suction_anchor ,  2.200,   13.1,   33.0, 0, 0
  19,  A,  suction_anchor ,  2.200,   13.1,   36.0, 0, 0
  34,  D,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  37,  C,  suction_anchor ,  2.200,   13.1,   36.0, 0, 0
  35,  A,  suction_anchor ,  2.200,   13.0,   33.0, 0, 0
  36,  D,  suction_anchor ,  2.200,   13.0,   33.0, 0, 0
   3,  A,  suction_anchor ,  2.200,   13.1,   33.0, 0, 0
  36,  C,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  35,  B,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
   3,  E,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
  36,  A,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
  19,  B,  suction_anchor ,  2.200,   13.1,   33.0, 0, 0
   5,  C,  suction_anchor ,  2.200,   13.1,   53.0, 0, 0
  35,  C,  suction_anchor ,  2.200,   13.0,   36.0, 0, 0
   4,  F,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
   4,  E,  suction_anchor ,  2.200,   13.1,   34.0, 0, 0
  35,  D,  suction_anchor ,  2.200,   13.0,   33.0, 0, 0
   4,  D,  suction_anchor ,  2.200,   13.1,   34.0, 0, 0
   4,  C,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
  27,  E,  suction_anchor ,  2.200,   13.1,   34.0, 0, 0
  36,  B,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
  34,  C,  suction_anchor ,  2.200,   13.0,   33.0, 0, 0
  37,  D,  suction_anchor ,  2.200,   13.1,   33.0, 0, 0
  20,  D,  suction_anchor ,  2.200,   13.1,   35.0, 0, 0
  28,  F,  suction_anchor ,  2.200,   13.2,   32.0, 0, 0
  10,  C,  suction_anchor ,  2.200,   12.4,   55.0, 0, 0
  28,  E,  suction_anchor ,  2.200,   13.2,   31.0, 0, 0
  33,  A,  suction_anchor ,  2.200,   13.0,   33.0, 0, 0
  18,  B,  suction_anchor ,  2.200,   13.1,   37.0, 0, 0
  33,  C,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  33,  D,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  34,  A,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  10,  D,  suction_anchor ,  2.200,   12.5,   50.0, 0, 0
  34,  B,  suction_anchor ,  2.200,   13.0,   34.0, 0, 0
  33,  B,  suction_anchor ,  2.200,   13.0,   36.0, 0, 0
  18,  A,  suction_anchor ,  2.200,   13.1,   37.0, 0, 0
  20,  C,  suction_anchor ,  2.200,   13.1,   36.0, 0, 0
  27,  F,  suction_anchor ,  2.200,   13.1,   34.0, 0, 0
  25,  D,  suction_anchor ,  2.200,   12.4,   34.0, 0, 0
  25,  E,  suction_anchor ,  2.200,   13.1,   31.0, 0, 0
  25,  F,  suction_anchor ,  2.200,   13.1,   31.0, 0, 0
  26,  C,  suction_anchor ,  2.200,   12.4,   32.0, 0, 0
  25,  C,  suction_anchor ,  2.200,   12.4,   33.0, 0, 0
  26,  E,  suction_anchor ,  2.200,   13.1,   34.0, 0, 0
  26,  F,  suction_anchor ,  2.200,   13.1,   32.0, 0, 0
  27,  C,  suction_anchor ,  2.200,   12.4,   33.0, 0, 0
  27,  D,  suction_anchor ,  2.200,   12.5,   33.0, 0, 0
  26,  D,  suction_anchor ,  2.200,   12.4,   33.0, 0, 0
   9,  E,  suction_anchor ,  2.700,   16.0,   50.0, 0, 0
   2,  A,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   3,  C,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
   2,  F,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   2,  E,  suction_anchor ,  2.700,   15.9,   58.0, 0, 0
   2,  D,  suction_anchor ,  2.700,   15.9,   58.0, 0, 0
   2,  C,  suction_anchor ,  2.700,   16.0,   49.0, 0, 0
   2,  B,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   1,  F,  suction_anchor ,  2.700,   16.1,   53.0, 0, 0
   1,  E,  suction_anchor ,  2.700,   16.1,   58.0, 0, 0
   3,  D,  suction_anchor ,  2.700,   15.7,   53.0, 0, 0
